title,link,description
Snakeskin Isnâ€™t Just a Fashion Statement for Birds,https://www.nytimes.com/2025/01/25/science/snakeskin-birds-nests.html,A museum curator with a ladder showed that birds that build cavity-style nests are able to protect their eggs with the skin shed by snakes.
"Yes, Some Vaccines Contain Aluminum. Thatâ€™s a Good Thing.",https://www.nytimes.com/2025/01/24/health/aluminum-vaccines-kennedy.html,R.F.K. Jr. and others have blamed the ingredient for allergies and other illnesses. Scientists say it actually bolsters the immune response.
"Sacklers Up Their Offer to Settle Purdue Opioids Cases, With a New Condition",https://www.nytimes.com/2025/01/23/health/sacklers-purdue-settlement-opioids.html,A group of 15 states have reached a tentative new deal that would require them to set aside hundreds of millions of dollars from the settlement in a legal-defense fund for the family.
Cats May Have Gotten Bird Flu From Raw Pet Food. Hereâ€™s What to Know.,https://www.nytimes.com/2025/01/23/health/bird-flu-cats-food.html,The cases have spurred new pet food safety rules and poultry surveillance efforts.
"People With A.D.H.D. Are Likely to Die Significantly Earlier Than Their Peers, Study Finds",https://www.nytimes.com/2025/01/23/health/adhd-life-expectancy.html,"A large study found that men lost seven years of life expectancy and women lost nine years, compared with counterparts without the disorder."
Trump Administration Temporarily Mutes Federal Health Officials,https://www.nytimes.com/2025/01/22/health/trump-health-communications.html,"Scientific meetings were canceled, and research data on the bird flu outbreak was delayed, amid confusion over the directive."
These Corals Are Made for Walking,https://www.nytimes.com/2025/01/22/science/walking-coral.html,"With time-lapse video, scientists show how tiny mushroom corals can move themselves to influence their fate."
Scientists Finally Make Heads of Giant Stingray Tails,https://www.nytimes.com/2025/01/21/science/stingray-tail-antenna.html,"The long structures seen in manta rays and their relatives function as an early warning system, rather than a defensive weapon."
What Trumpâ€™s Pledge to Plant the U.S. Flag on Mars Really Means,https://www.nytimes.com/2025/01/21/science/trump-mars-flag.html,"The presidentâ€™s Inaugural Address linked landing on the Red Planet with Manifest Destiny, but left many of the specifics unclear."
Mother Chimp and Daughter Share a Special Sign,https://www.nytimes.com/2025/01/21/science/chimpanzees-language-gestures.html,"Humans are known to invent private hand gestures. Chimps in the wild do, too, a new study suggests."
Do Chimps Who Urinate Together Stay Together?,https://www.nytimes.com/2025/01/20/science/contagious-peeing-chimps.html,"Scientists suspect that contagious urination, a behavior they observed among a troop of apes in Japan, may play an important role in primate social life."
Kennedyâ€™s Plan for the Drug Crisis: A Network of â€˜Healing Farmsâ€™,https://www.nytimes.com/2025/01/18/health/rfk-addiction-farms.html,The positions of Robert F. Kennedy Jr. on vaccines and drug companies are well known. His approach to addiction has been far less scrutinized.
Trump Picks Ex-Congressman to Manage U.S. Nuclear Arsenal,https://www.nytimes.com/2025/01/17/science/trump-brandon-williams-nuclear-weapons.html,"Brandon Williams served aboard a nuclear submarine and represented a New York congressional district for one term, but has said little about his experience in the management of atomic weapons."
Rain-Collecting Rattlesnakes Give New Meaning to â€˜Thirst Trapâ€™,https://www.nytimes.com/2025/01/17/science/rattlesnakes-water-drinking.html,A new study reveals the surprising ways rattlesnakes have evolved to collect water in the desert.
Sick Prisoners in New York Were Granted Parole but Remain Behind Bars,https://www.nytimes.com/2025/01/17/health/prisoners-medical-parole-ny.html,"Prisons across the country are struggling to find nursing home placements for sick prisoners after granting them parole. In New York, some inmates are suing for release."
Debris Rains From Space After SpaceXâ€™s Starship Is Lost in Flight,https://www.nytimes.com/2025/01/16/science/spacex-starship-test-launch-7.html,"While Elon Muskâ€™s spaceflight company repeated a spectacular catch of its powerful booster stage, the upper stage experienced a catastrophic malfunction."
Roar of New Glennâ€™s Engines Silences Skeptics of Bezosâ€™ Blue Origin,https://www.nytimes.com/2025/01/16/science/bezos-blue-origin-launch.html,The successful flight to orbit of the Amazon founderâ€™s powerful rocket suggests it could grow into a credible competitor with Elon Muskâ€™s SpaceX.
"Extinct Human Species Lived in a Brutal Desert, Study Finds",https://www.nytimes.com/2025/01/16/science/homo-erectus-desert.html,"A million years ago, a species known as Homo erectus most likely survived in an arid desert with no trees."
Cancerâ€™s New Face: Younger and Female,https://www.nytimes.com/2025/01/16/health/cancer-younger-women.html,"Although long considered a disease of aging, certain cancers are turning up more often in younger women, according to a new report."
Blue Origin Launches New Glenn Rocket,https://www.nytimes.com/video/science/space/100000009929958/blue-origin-new-glenn-rocket.html,"New Glenn, named after the astronaut John Glenn, successfully lifted off early Thursday morning from Cape Canaveral Space Force Station in Florida."
New Glennâ€™s journey to space.,https://www.nytimes.com/2025/01/16/science/whats-happening-on-the-launchpad.html,"On Thursday morning, at a time when most people in the United States were sleeping, Jeff Bezosâ€™ space company sent its first rocket into orbit."
Ramaswamy Has a High-Profile Perch and a Raft of Potential Conflicts,https://www.nytimes.com/2025/01/15/us/politics/vivek-ramaswamy-potential-conflicts.html,"Vivek Ramaswamy, Elon Muskâ€™s partner in an effort to cut government costs, could make decisions that ultimately make him and his investors richer."
"Online Therapy Boom Has Mainly Benefited Privileged Groups, Studies Find",https://www.nytimes.com/2025/01/15/health/teletherapy-online-therapy.html,Digital mental health platforms were supposed to expand access for the neediest patients. Researchers say that hasnâ€™t happened.
Moderate Drinking Raises Health Risks While Offering Few Benefits,https://www.nytimes.com/2025/01/14/health/alcohol-cancer-heart-stroke.html,A federal analysis that will shape the influential U.S. Dietary Guidelines questions alcoholâ€™s overall benefits.
Mummiesâ€™ Ancient Tattoos Come Under Laser Focus,https://www.nytimes.com/2025/01/13/science/mummies-tattoos-laser-peru.html,"With a tool often used in the study of dinosaur fossils, scientists uncovered new details in ornate tattoos on the skin of members of the Chancay culture of Peru."
"Dementia Cases in the U.S. Will Surge in the Coming Decades, Researchers Say",https://www.nytimes.com/2025/01/13/health/dementia-cases-us.html,"By 2060, new dementia cases per year could double to one million because of the growing population of older Americans, a study predicts."
"Using â€˜Three-Peat,â€™ a Trademarked Sports Phrase, Means Paying for Bragging Rights",https://www.nytimes.com/2025/02/08/sports/three-peat-sports-trademarks-phrases.html,"As sports catchphrases start to stick, savvy coaches and athletes are moving to protect them with federal trademarks. â€œThree-Peatâ€ is just one of many."
Global Doping Authority Drops Cases Against U.S. Officials,https://www.nytimes.com/2025/02/20/us/politics/wada-anti-doping-suit.html,The World Anti-Doping Agency withdrew a defamation lawsuit and an ethics case against American officials critical of its handling of failed tests by members of Chinaâ€™s Olympic swimming squad.
Trump Signs Order Barring Transgender Student-Athletes From Womenâ€™s Sports,https://www.nytimes.com/2025/02/05/us/politics/trump-order-transgender-athletes-womens-sports.html,The president said schools that violated the order would jeopardize their federal funding.
The Power Struggle Over a College Athleteâ€™s Medical Well-Being,https://www.nytimes.com/2025/02/16/us/penn-state-medical-coaches-trainers.html,"When the former team doctor for Penn State football sued for wrongful termination, the case offered a rare look into coaches interfering with medical advice."
New Hampshire High School Trans Athletes Take Their Fight to Trump,https://www.nytimes.com/2025/02/12/us/trump-trans-girls-women-sports.html,A lawsuit appears to be the first challenge to the constitutionality of an executive order barring trans athletes from girlsâ€™ and womenâ€™s sports teams.
"During N.F.L. Games, Going to Commercial Requires Its Own Playbook",https://www.nytimes.com/2025/02/08/business/nfl-games-commercials-super-bowl.html,"TV advertising is the lifeblood of the league, but knowing when to pause the games is a task undertaken by N.F.L. executives, network producers and on-field officials."
"Postal Worker Stole Sports Memorabilia Worth $100,000, U.S. Says",https://www.nytimes.com/2025/01/29/us/usps-employee-guilty-sports-memorabilia-theft.html,"A former sorting clerk at a post office in New Jersey later sold the items, including valuable Michael Jordan and Mickey Mantle trading cards, prosecutors said."
"Two Families and One Moment in Time, Long Before Flames Hit L.A.",https://www.nytimes.com/2025/02/02/reader-center/burl-toler.html,"As fires spread in Los Angeles, a reporter found a surprising, decades-old link between his father and a couple he would come to write about."
Whatâ€™s Your Major? Some Say â€˜Sportsâ€™ Should Be an Acceptable Answer.,https://www.nytimes.com/2025/01/25/business/college-sports-academic-major.html,The idea of offering a degree in sports has gained momentum now that college athletes can be paid. Now Nike is joining some academics in pushing for it to become a reality.
Weight Tossed in Indoor Hammer Throw Event Kills Spectator at Track Meet,https://www.nytimes.com/2025/01/27/sports/hammer-spectator-killed-colorado.html,"The University of Colorado Colorado Springs, which hosted the event, said the implement had â€œcleared certified barriers.â€"
